master_camera_id,master_camera_label,master_camera_image_label,master_camera_timestamp,master_camera_sensor_id,master_camera_sensor_label,slave_camera_id,slave_camera_label,slave_camera_image_label,slave_camera_timestamp,slave_camera_sensor_id,slave_camera_sensor_label
17793,PR_20110416_012329_923_LC16,PR_20110416_012329_923_LC16,1302917009.948,25,auv_sirius_stereo_left,27966,PR_20110416_012329_923_RM16,PR_20110416_012329_923_RM16,1302917009.934,29,auv_sirius_stereo_right
17794,PR_20110416_012345_924_LC16,PR_20110416_012345_924_LC16,1302917025.97,25,auv_sirius_stereo_left,27967,PR_20110416_012345_924_RM16,PR_20110416_012345_924_RM16,1302917025.952,29,auv_sirius_stereo_right
17795,PR_20110416_010521_837_LC16,PR_20110416_010521_837_LC16,1302915921.947,25,auv_sirius_stereo_left,27968,PR_20110416_010521_837_RM16,PR_20110416_010521_837_RM16,1302915921.934,29,auv_sirius_stereo_right
17796,PR_20110416_011921_904_LC16,PR_20110416_011921_904_LC16,1302916762.142,25,auv_sirius_stereo_left,27969,PR_20110416_011921_904_RM16,PR_20110416_011921_904_RM16,1302916762.125,29,auv_sirius_stereo_right
17797,PR_20110416_010250_831_LC16,PR_20110416_010250_831_LC16,1302915771.026,25,auv_sirius_stereo_left,27970,PR_20110416_010250_831_RM16,PR_20110416_010250_831_RM16,1302915771.037,29,auv_sirius_stereo_right
17798,PR_20110416_005826_810_LC16,PR_20110416_005826_810_LC16,1302915506.869,25,auv_sirius_stereo_left,27971,PR_20110416_005826_810_RM16,PR_20110416_005826_810_RM16,1302915506.862,29,auv_sirius_stereo_right
17799,PR_20110416_011706_899_LC16,PR_20110416_011706_899_LC16,1302916627.095,25,auv_sirius_stereo_left,27972,PR_20110416_011706_899_RM16,PR_20110416_011706_899_RM16,1302916627.082,29,auv_sirius_stereo_right
17800,PR_20110416_005842_812_LC16,PR_20110416_005842_812_LC16,1302915522.827,25,auv_sirius_stereo_left,27973,PR_20110416_005842_812_RM16,PR_20110416_005842_812_RM16,1302915522.818,29,auv_sirius_stereo_right
17801,PR_20110416_013312_963_LC16,PR_20110416_013312_963_LC16,1302917593.018,25,auv_sirius_stereo_left,27974,PR_20110416_013312_963_RM16,PR_20110416_013312_963_RM16,1302917593.003,29,auv_sirius_stereo_right
17802,PR_20110416_013057_959_LC16,PR_20110416_013057_959_LC16,1302917458.017,25,auv_sirius_stereo_left,27975,PR_20110416_013057_959_RM16,PR_20110416_013057_959_RM16,1302917458.003,29,auv_sirius_stereo_right
