master_camera_id,master_camera_label,master_camera_image_label,master_camera_timestamp,master_camera_sensor_id,master_camera_sensor_label,slave_camera_id,slave_camera_label,slave_camera_image_label,slave_camera_timestamp,slave_camera_sensor_id,slave_camera_sensor_label
77344,PR_20121013_063819_937_LC16,PR_20121013_063819_937_LC16,1350110300.111,64,auv_sirius_stereo_left,87045,PR_20121013_063819_937_RM16,PR_20121013_063819_937_RM16,1350110300.123,67,auv_sirius_stereo_right
77345,PR_20121013_063830_609_LC16,PR_20121013_063830_609_LC16,1350110310.776,64,auv_sirius_stereo_left,87046,PR_20121013_063830_609_RM16,PR_20121013_063830_609_RM16,1350110310.794,67,auv_sirius_stereo_right
77346,PR_20121013_062612_920_LC16,PR_20121013_062612_920_LC16,1350109573.12,64,auv_sirius_stereo_left,87047,PR_20121013_062612_920_RM16,PR_20121013_062612_920_RM16,1350109573.073,67,auv_sirius_stereo_right
77347,PR_20121013_064750_882_LC16,PR_20121013_064750_882_LC16,1350110871.072,64,auv_sirius_stereo_left,87048,PR_20121013_064750_882_RM16,PR_20121013_064750_882_RM16,1350110871.051,67,auv_sirius_stereo_right
77348,PR_20121013_063534_524_LC16,PR_20121013_063534_524_LC16,1350110134.692,64,auv_sirius_stereo_left,87049,PR_20121013_063534_524_RM16,PR_20121013_063534_524_RM16,1350110134.712,67,auv_sirius_stereo_right
77349,PR_20121013_062430_203_LC16,PR_20121013_062430_203_LC16,1350109470.364,64,auv_sirius_stereo_left,87050,PR_20121013_062430_203_RM16,PR_20121013_062430_203_RM16,1350109470.39,67,auv_sirius_stereo_right
77350,PR_20121013_065719_823_LC16,PR_20121013_065719_823_LC16,1350111439.986,64,auv_sirius_stereo_left,87051,PR_20121013_065719_822_RM16,PR_20121013_065719_822_RM16,1350111440.014,67,auv_sirius_stereo_right
77351,PR_20121013_064744_879_LC16,PR_20121013_064744_879_LC16,1350110865.038,64,auv_sirius_stereo_left,87052,PR_20121013_064744_879_RM16,PR_20121013_064744_879_RM16,1350110865.064,67,auv_sirius_stereo_right
77352,PR_20121013_064458_131_LC16,PR_20121013_064458_131_LC16,1350110698.299,64,auv_sirius_stereo_left,87053,PR_20121013_064458_130_RM16,PR_20121013_064458_130_RM16,1350110698.317,67,auv_sirius_stereo_right
77353,PR_20121013_062130_118_LC16,PR_20121013_062130_118_LC16,1350109290.287,64,auv_sirius_stereo_left,87054,PR_20121013_062130_118_RM16,PR_20121013_062130_118_RM16,1350109290.308,67,auv_sirius_stereo_right
