master_camera_id,master_camera_label,master_camera_image_label,master_camera_timestamp,master_camera_sensor_id,master_camera_sensor_label,slave_camera_id,slave_camera_label,slave_camera_image_label,slave_camera_timestamp,slave_camera_sensor_id,slave_camera_sensor_label
24509,PR_20170526_003456_458_LC16,PR_20170526_003456_458_LC16,1495758897.192,28,auv_sirius_stereo_left,34682,PR_20170526_003456_458_RM16,PR_20170526_003456_458_RM16,1495758897.178,32,auv_sirius_stereo_right
24499,PR_20170526_001600_559_LC16,PR_20170526_001600_559_LC16,1495757761.285,28,auv_sirius_stereo_left,34672,PR_20170526_001600_559_RM16,PR_20170526_001600_559_RM16,1495757761.302,32,auv_sirius_stereo_right
24500,PR_20170526_001611_231_LC16,PR_20170526_001611_231_LC16,1495757771.97,28,auv_sirius_stereo_left,34673,PR_20170526_001611_231_RM16,PR_20170526_001611_231_RM16,1495757771.946,32,auv_sirius_stereo_right
24501,PR_20170526_000354_864_LC16,PR_20170526_000354_864_LC16,1495757035.6,28,auv_sirius_stereo_left,34674,PR_20170526_000354_864_RM16,PR_20170526_000354_864_RM16,1495757035.58,32,auv_sirius_stereo_right
24502,PR_20170526_002531_510_LC16,PR_20170526_002531_510_LC16,1495758332.222,28,auv_sirius_stereo_left,34675,PR_20170526_002531_510_RM16,PR_20170526_002531_510_RM16,1495758332.239,32,auv_sirius_stereo_right
24503,PR_20170526_001315_143_LC16,PR_20170526_001315_143_LC16,1495757595.862,28,auv_sirius_stereo_left,34676,PR_20170526_001315_143_RM16,PR_20170526_001315_143_RM16,1495757595.877,32,auv_sirius_stereo_right
24504,PR_20170526_000214_148_LC16,PR_20170526_000214_148_LC16,1495756934.859,28,auv_sirius_stereo_left,34677,PR_20170526_000214_148_RM16,PR_20170526_000214_148_RM16,1495756934.881,32,auv_sirius_stereo_right
24505,PR_20170526_002525_507_LC16,PR_20170526_002525_507_LC16,1495758326.23,28,auv_sirius_stereo_left,34678,PR_20170526_002525_507_RM16,PR_20170526_002525_507_RM16,1495758326.244,32,auv_sirius_stereo_right
24506,PR_20170526_003445_786_LC16,PR_20170526_003445_786_LC16,1495758886.526,28,auv_sirius_stereo_left,34679,PR_20170526_003445_786_RM16,PR_20170526_003445_786_RM16,1495758886.501,32,auv_sirius_stereo_right
24507,PR_20170526_001137_762_LC16,PR_20170526_001137_762_LC16,1495757498.491,28,auv_sirius_stereo_left,34680,PR_20170526_001137_761_RM16,PR_20170526_001137_761_RM16,1495757498.473,32,auv_sirius_stereo_right
24508,PR_20170526_002229_419_LC16,PR_20170526_002229_419_LC16,1495758150.134,28,auv_sirius_stereo_left,34681,PR_20170526_002229_420_RM16,PR_20170526_002229_420_RM16,1495758150.154,32,auv_sirius_stereo_right
24510,PR_20170526_003200_371_LC16,PR_20170526_003200_371_LC16,1495758721.105,28,auv_sirius_stereo_left,34683,PR_20170526_003200_371_RM16,PR_20170526_003200_371_RM16,1495758721.094,32,auv_sirius_stereo_right
24511,PR_20170526_002059_375_LC16,PR_20170526_002059_375_LC16,1495758060.09,28,auv_sirius_stereo_left,34684,PR_20170526_002059_375_RM16,PR_20170526_002059_375_RM16,1495758060.11,32,auv_sirius_stereo_right
24512,PR_20170526_000843_008_LC16,PR_20170526_000843_008_LC16,1495757323.72,28,auv_sirius_stereo_left,34685,PR_20170526_000843_008_RM16,PR_20170526_000843_008_RM16,1495757323.739,32,auv_sirius_stereo_right
24513,PR_20170526_003019_654_LC16,PR_20170526_003019_654_LC16,1495758620.393,28,auv_sirius_stereo_left,34686,PR_20170526_003019_654_RM16,PR_20170526_003019_654_RM16,1495758620.374,32,auv_sirius_stereo_right
24514,PR_20170526_001803_287_LC16,PR_20170526_001803_287_LC16,1495757883.995,28,auv_sirius_stereo_left,34687,PR_20170526_001803_287_RM16,PR_20170526_001803_287_RM16,1495757884.019,32,auv_sirius_stereo_right
