master_camera_id,master_camera_label,master_camera_image_label,master_camera_timestamp,master_camera_sensor_id,master_camera_sensor_label,slave_camera_id,slave_camera_label,slave_camera_image_label,slave_camera_timestamp,slave_camera_sensor_id,slave_camera_sensor_label
43464,PR_20140616_231949_081_LC16,PR_20140616_231949_081_LC16,1402960789.951,41,auv_sirius_stereo_left,51035,PR_20140616_231949_081_RM16,PR_20140616_231949_081_RM16,1402960789.976,44,auv_sirius_stereo_right
43465,PR_20140616_232005_097_LC16,PR_20140616_232005_097_LC16,1402960805.967,41,auv_sirius_stereo_left,51036,PR_20140616_232005_097_RM16,PR_20140616_232005_097_RM16,1402960805.978,44,auv_sirius_stereo_right
43466,PR_20140616_230140_016_LC16,PR_20140616_230140_016_LC16,1402959700.913,41,auv_sirius_stereo_left,51037,PR_20140616_230140_016_RM16,PR_20140616_230140_016_RM16,1402959700.881,44,auv_sirius_stereo_right
43467,PR_20140616_231540_838_LC16,PR_20140616_231540_838_LC16,1402960541.721,41,auv_sirius_stereo_left,51038,PR_20140616_231540_838_RM16,PR_20140616_231540_838_RM16,1402960541.704,44,auv_sirius_stereo_right
43468,PR_20140616_225908_868_LC16,PR_20140616_225908_868_LC16,1402959549.729,41,auv_sirius_stereo_left,51039,PR_20140616_225908_868_RM16,PR_20140616_225908_868_RM16,1402959549.749,44,auv_sirius_stereo_right
43469,PR_20140616_225444_610_LC16,PR_20140616_225444_610_LC16,1402959285.477,41,auv_sirius_stereo_left,51040,PR_20140616_225444_610_RM16,PR_20140616_225444_610_RM16,1402959285.498,44,auv_sirius_stereo_right
43470,PR_20140616_231325_706_LC16,PR_20140616_231325_706_LC16,1402960406.593,41,auv_sirius_stereo_left,51041,PR_20140616_231325_706_RM16,PR_20140616_231325_706_RM16,1402960406.578,44,auv_sirius_stereo_right
43471,PR_20140616_225500_626_LC16,PR_20140616_225500_626_LC16,1402959301.49,41,auv_sirius_stereo_left,51042,PR_20140616_225500_626_RM16,PR_20140616_225500_626_RM16,1402959301.513,44,auv_sirius_stereo_right
43472,PR_20140616_232932_651_LC16,PR_20140616_232932_651_LC16,1402961373.544,41,auv_sirius_stereo_left,51043,PR_20140616_232932_651_RM16,PR_20140616_232932_651_RM16,1402961373.534,44,auv_sirius_stereo_right
43473,PR_20140616_232717_519_LC16,PR_20140616_232717_519_LC16,1402961238.39,41,auv_sirius_stereo_left,51044,PR_20140616_232717_519_RM16,PR_20140616_232717_519_RM16,1402961238.402,44,auv_sirius_stereo_right
43474,PR_20140616_230852_439_LC16,PR_20140616_230852_439_LC16,1402960133.321,41,auv_sirius_stereo_left,51045,PR_20140616_230852_439_RM16,PR_20140616_230852_439_RM16,1402960133.28,44,auv_sirius_stereo_right
43475,PR_20140616_232253_261_LC16,PR_20140616_232253_261_LC16,1402960974.138,41,auv_sirius_stereo_left,51046,PR_20140616_232253_261_RM16,PR_20140616_232253_261_RM16,1402960974.152,44,auv_sirius_stereo_right
43476,PR_20140616_230428_180_LC16,PR_20140616_230428_180_LC16,1402959869.077,41,auv_sirius_stereo_left,51047,PR_20140616_230428_180_RM16,PR_20140616_230428_180_RM16,1402959869.051,44,auv_sirius_stereo_right
43477,PR_20140616_232022_113_LC16,PR_20140616_232022_113_LC16,1402960823.008,41,auv_sirius_stereo_left,51048,PR_20140616_232022_113_RM16,PR_20140616_232022_113_RM16,1402960822.993,44,auv_sirius_stereo_right
43478,PR_20140616_230157_033_LC16,PR_20140616_230157_033_LC16,1402959717.926,41,auv_sirius_stereo_left,51049,PR_20140616_230157_033_RM16,PR_20140616_230157_033_RM16,1402959717.894,44,auv_sirius_stereo_right
43479,PR_20140616_232038_129_LC16,PR_20140616_232038_129_LC16,1402960839.012,41,auv_sirius_stereo_left,51050,PR_20140616_232038_129_RM16,PR_20140616_232038_129_RM16,1402960838.993,44,auv_sirius_stereo_right
43480,PR_20140616_230213_048_LC16,PR_20140616_230213_048_LC16,1402959733.938,41,auv_sirius_stereo_left,51051,PR_20140616_230213_048_RM16,PR_20140616_230213_048_RM16,1402959733.926,44,auv_sirius_stereo_right
